QUESTION_NO,CORRECTNESS,CATEGORY,MAJOR_AREA,SUB_AREA,SOURCE,STUDY_DATE
29,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q72.html"",""平成31年春期 問72"")",2025-07-09
30,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q30.html"",""平成31年春期 問30"")",2025-07-09
31,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q41.html"",""平成31年春期 問41"")",2025-07-09
32,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q36.html"",""平成31年春期 問36"")",2025-07-09
33,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q60.html"",""平成31年春期 問60"")",2025-07-09
34,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q47.html"",""平成31年春期 問47"")",2025-07-09
35,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q9.html"",""平成31年春期 問9"")",2025-07-09
36,×,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q17.html"",""平成31年春期 問17"")",2025-07-09
37,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q59.html"",""平成31年春期 問59"")",2025-07-09
38,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q27.html"",""平成31年春期 問27"")",2025-07-09
39,×,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q7.html"",""平成31年春期 問7"")",2025-07-09
40,×,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q4.html"",""平成31年春期 問4"")",2025-07-09
41,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q75.html"",""平成31年春期 問75"")",2025-07-09
42,×,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q31.html"",""平成31年春期 問31"")",2025-07-09
43,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q48.html"",""平成31年春期 問48"")",2025-07-09
44,×,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q3.html"",""平成31年春期 問3"")",2025-07-09
45,×,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q18.html"",""平成31年春期 問18"")",2025-07-09
46,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q11.html"",""平成31年春期 問11"")",2025-07-09
47,×,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q58.html"",""平成31年春期 問58"")",2025-07-09
48,○,テクノロジ系,コンピュータシステム,ハードウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q21.html"",""平成31年春期 問21"")",2025-07-09
49,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q57.html"",""平成31年春期 問57"")",2025-07-09
50,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q63.html"",""平成31年春期 問63"")",2025-07-09
51,×,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q20.html"",""平成31年春期 問20"")",2025-07-09
52,○,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q46.html"",""平成31年春期 問46"")",2025-07-09
53,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q12.html"",""平成31年春期 問12"")",2025-07-09
54,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q56.html"",""平成31年春期 問56"")",2025-07-09
55,×,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q14.html"",""平成31年春期 問14"")",2025-07-09
56,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q61.html"",""平成31年春期 問61"")",2025-07-09
57,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q45.html"",""平成31年春期 問45"")",2025-07-09
58,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q44.html"",""平成31年春期 問44"")",2025-07-09
59,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q50.html"",""平成31年春期 問50"")",2025-07-09
60,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q38.html"",""平成31年春期 問38"")",2025-07-09
61,×,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q32.html"",""平成31年春期 問32"")",2025-07-09
62,○,テクノロジ系,技術要素,情報メディア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q25.html"",""平成31年春期 問25"")",2025-07-09
63,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q62.html"",""平成31年春期 問62"")",2025-07-09
64,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q78.html"",""平成31年春期 問78"")",2025-07-09
65,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q34.html"",""平成31年春期 問34"")",2025-07-09
66,×,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q10.html"",""平成31年春期 問10"")",2025-07-09
67,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q28.html"",""平成31年春期 問28"")",2025-07-09
68,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q39.html"",""平成31年春期 問39"")",2025-07-09
69,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q55.html"",""平成31年春期 問55"")",2025-07-09
70,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q53.html"",""平成31年春期 問53"")",2025-07-09
71,×,テクノロジ系,コンピュータシステム,ハードウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q22.html"",""平成31年春期 問22"")",2025-07-09
72,×,テクノロジ系,開発技術,システム開発技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q49.html"",""平成31年春期 問49"")",2025-07-09
73,○,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q70.html"",""平成31年春期 問70"")",2025-07-09
74,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q77.html"",""平成31年春期 問77"")",2025-07-09
75,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q73.html"",""平成31年春期 問73"")",2025-07-09
76,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q6.html"",""平成31年春期 問6"")",2025-07-09
77,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q8.html"",""平成31年春期 問8"")",2025-07-09
78,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q19.html"",""平成31年春期 問19"")",2025-07-09
79,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q54.html"",""平成31年春期 問54"")",2025-07-09
80,○,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/31_haru/q51.html"",""平成31年春期 問51"")",2025-07-09
1,○,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q51.html"",""令和2年免除 問51"")",2025-07-07
2,○,テクノロジ系,コンピュータシステム,ハードウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q20.html"",""令和2年免除 問20"")",2025-07-07
3,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q8.html"",""令和2年免除 問8"")",2025-07-07
4,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q42.html"",""令和2年免除 問42"")",2025-07-07
5,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q2.html"",""令和2年免除 問2"")",2025-07-07
6,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q33.html"",""令和2年免除 問33"")",2025-07-07
7,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q29.html"",""令和2年免除 問29"")",2025-07-07
8,×,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q49.html"",""令和2年免除 問49"")",2025-07-07
9,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q75.html"",""令和2年免除 問75"")",2025-07-07
10,×,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q28.html"",""令和2年免除 問28"")",2025-07-07
11,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q41.html"",""令和2年免除 問41"")",2025-07-07
12,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q59.html"",""令和2年免除 問59"")",2025-07-07
13,○,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q7.html"",""令和2年免除 問7"")",2025-07-07
14,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q3.html"",""令和2年免除 問3"")",2025-07-07
15,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q67.html"",""令和2年免除 問67"")",2025-07-07
16,○,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q5.html"",""令和2年免除 問5"")",2025-07-07
17,○,テクノロジ系,技術要素,ユーザーインタフェース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q23.html"",""令和2年免除 問23"")",2025-07-07
18,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q68.html"",""令和2年免除 問68"")",2025-07-07
19,○,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q13.html"",""令和2年免除 問13"")",2025-07-07
20,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q37.html"",""令和2年免除 問37"")",2025-07-07
21,×,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q50.html"",""令和2年免除 問50"")",2025-07-07
22,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q73.html"",""令和2年免除 問73"")",2025-07-07
23,×,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q55.html"",""令和2年免除 問55"")",2025-07-07
24,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q39.html"",""令和2年免除 問39"")",2025-07-07
25,×,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q19.html"",""令和2年免除 問19"")",2025-07-07
26,○,テクノロジ系,開発技術,ソフトウェア開発管理技術,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q47.html"",""令和2年免除 問47"")",2025-07-07
27,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q26.html"",""令和2年免除 問26"")",2025-07-07
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q56.html"",""令和2年免除 問56"")",2025-07-07
29,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q72.html"",""令和2年免除 問72"")",2025-07-07
30,○,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q43.html"",""令和2年免除 問43"")",2025-07-07
31,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q78.html"",""令和2年免除 問78"")",2025-07-07
32,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q18.html"",""令和2年免除 問18"")",2025-07-07
33,○,テクノロジ系,技術要素,データベース,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q27.html"",""令和2年免除 問27"")",2025-07-07
34,×,テクノロジ系,コンピュータシステム,システム構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q25.html"",""令和2年免除 問25"")",2025-07-07
35,○,テクノロジ系,コンピュータシステム,ソフトウェア,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q17.html"",""令和2年免除 問17"")",2025-07-07
36,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q61.html"",""令和2年免除 問61"")",2025-07-07
37,×,テクノロジ系,基礎理論,基礎理論,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q1.html"",""令和2年免除 問1"")",2025-07-07
38,×,テクノロジ系,基礎理論,アルゴリズムとプログラミング,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q9.html"",""令和2年免除 問9"")",2025-07-07
39,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q58.html"",""令和2年免除 問58"")",2025-07-07
40,○,テクノロジ系,コンピュータシステム,コンピュータ構成要素,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q12.html"",""令和2年免除 問12"")",2025-07-07
41,×,テクノロジ系,技術要素,セキュリティ,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q40.html"",""令和2年免除 問40"")",2025-07-07
42,○,テクノロジ系,技術要素,ネットワーク,"=HYPERLINK(""https://www.fe-siken.com/kakomon/02_menjo/q32.html"",""令和2年免除 問32"")",2025-07-07
